INFO 2019-11-20 15:51:28 1574261488259421168, 1645.8668, 8.9993, 19923192.0000, 203726.5156, 0.0631
INFO 2019-11-20 15:51:29 1574261489259536701, 1635.8896, 9.9993, 19801264.0000, 226124.7500, 0.0772
INFO 2019-11-20 15:51:30 1574261490259660671, 1629.8666, 9.9992, 19727988.0000, 226189.4688, 0.0682
INFO 2019-11-20 15:51:31 1574261491259857816, 1643.7837, 9.9987, 19896658.0000, 226318.2188, 0.0658
INFO 2019-11-20 15:51:32 1574261492262345439, 1634.0554, 9.9759, 19779608.0000, 225738.0781, 0.0667
INFO 2019-11-20 15:51:33 1574261493262477996, 1618.8628, 9.9992, 19596856.0000, 225992.8438, 0.0693
INFO 2019-11-20 15:51:34 1574261494263066447, 1640.1135, 9.9946, 19852044.0000, 225928.8906, 0.0692
INFO 2019-11-20 15:51:35 1574261495263227796, 1640.8639, 9.9992, 19863614.0000, 226337.2188, 0.0704
INFO 2019-11-20 15:51:36 1574261496263359783, 1635.8773, 9.9993, 19801920.0000, 226073.0469, 0.0707
INFO 2019-11-20 15:51:37 1574261497263487134, 1644.8662, 9.9992, 19911436.0000, 226247.6094, 0.0735
INFO 2019-11-20 15:51:38 1574261498263644383, 1645.8334, 9.9990, 19919860.0000, 225999.1250, 0.0722
INFO 2019-11-20 15:51:39 1574261499263817086, 1627.8678, 9.9992, 19703884.0000, 226216.6406, 0.0691
INFO 2019-11-20 15:51:40 1574261500264369774, 1621.6615, 9.9979, 19630132.0000, 226316.7656, 0.0671
INFO 2019-11-20 15:51:41 1574261501264545640, 1665.8479, 9.9991, 20164548.0000, 226234.3438, 0.0658
INFO 2019-11-20 15:51:42 1574261502264683742, 1623.8843, 9.9993, 19657650.0000, 226253.8750, 0.0661
INFO 2019-11-20 15:51:43 1574261503264808351, 1643.8652, 9.9992, 19898486.0000, 226393.4375, 0.0683
INFO 2019-11-20 15:51:44 1574261504265047756, 1641.7625, 9.9986, 19873220.0000, 226182.2656, 0.0644
INFO 2019-11-20 15:51:45 1574261505265207087, 1667.8669, 9.9992, 20188966.0000, 225974.9844, 0.0669
INFO 2019-11-20 15:51:46 1574261506272150769, 1648.6230, 9.9315, 19955254.0000, 224812.5938, 0.0706
INFO 2019-11-20 15:51:47 1574261507272314152, 1638.8457, 9.9991, 19836996.0000, 226331.6875, 0.0684
INFO 2019-11-20 15:51:48 1574261508272474192, 1635.8826, 9.9993, 19803050.0000, 226309.7656, 0.0655
INFO 2019-11-20 15:51:49 1574261509272614047, 1652.8568, 9.9991, 20008058.0000, 226186.3906, 0.0664
INFO 2019-11-20 15:51:50 1574261510272834129, 1657.7609, 9.9986, 20067910.0000, 226213.3750, 0.0645
INFO 2019-11-20 15:51:51 1574261511273469843, 1659.6293, 9.9978, 20089508.0000, 225935.5312, 0.0646
INFO 2019-11-20 15:51:52 1574261512273604687, 1652.8735, 9.9992, 20008620.0000, 226193.6875, 0.0722
