INFO 2019-11-20 15:24:45 1574259885684255534, 49.9940, 9.9988, 2285920.5000, 528831.6875, 0.0423
INFO 2019-11-20 15:24:46 1574259886684438116, 48.9952, 9.9990, 2240106.5000, 546159.5000, 0.0592
INFO 2019-11-20 15:24:47 1574259887684773848, 49.9870, 9.9974, 2285344.2500, 546748.0000, 0.0645
INFO 2019-11-20 15:24:48 1574259888684965219, 49.9956, 9.9991, 2285176.2500, 546724.6875, 0.0654
INFO 2019-11-20 15:24:49 1574259889685196301, 48.9930, 9.9986, 2239304.2500, 546514.5000, 0.0662
INFO 2019-11-20 15:24:50 1574259890685407432, 49.9936, 9.9987, 2285834.7500, 546978.3125, 0.0600
INFO 2019-11-20 15:24:51 1574259891685568984, 49.9959, 9.9992, 2285143.7500, 546447.7500, 0.0628
INFO 2019-11-20 15:24:52 1574259892685719815, 48.9951, 9.9990, 2240046.0000, 545689.4375, 0.0672
INFO 2019-11-20 15:24:53 1574259893685876026, 49.9949, 9.9990, 2285015.0000, 546425.7500, 0.0625
INFO 2019-11-20 15:24:54 1574259894686162355, 49.9886, 9.9977, 2285366.7500, 545806.7500, 0.0632
INFO 2019-11-20 15:24:55 1574259895686354285, 48.9946, 9.9989, 2238953.0000, 545764.3125, 0.0637
INFO 2019-11-20 15:24:56 1574259896686519565, 49.9955, 9.9991, 2285154.5000, 545965.3750, 0.0638
INFO 2019-11-20 15:24:57 1574259897686910742, 49.9840, 9.9968, 2284929.0000, 545912.3125, 0.0646
INFO 2019-11-20 15:24:58 1574259898687211580, 48.9882, 9.9976, 2239264.5000, 545682.0000, 0.0601
INFO 2019-11-20 15:24:59 1574259899687523347, 49.9886, 9.9977, 2286295.5000, 546488.3750, 0.0620
INFO 2019-11-20 15:25:00 1574259900687910934, 49.9841, 9.9968, 2285177.0000, 546528.9375, 0.0639
INFO 2019-11-20 15:25:01 1574259901688193220, 48.9897, 9.9979, 2239330.2500, 546416.8750, 0.0635
INFO 2019-11-20 15:25:02 1574259902688527987, 49.9870, 9.9974, 2284716.0000, 545904.6250, 0.0614
INFO 2019-11-20 15:25:03 1574259903688702354, 49.9952, 9.9990, 2286270.5000, 546633.7500, 0.0619
INFO 2019-11-20 15:25:04 1574259904688884271, 48.9948, 9.9989, 2239592.2500, 546770.1875, 0.0634
INFO 2019-11-20 15:25:05 1574259905689115068, 49.9930, 9.9986, 2285391.0000, 546267.0000, 0.0599
INFO 2019-11-20 15:25:06 1574259906689309504, 49.9943, 9.9989, 2285335.5000, 546196.7500, 0.0643
INFO 2019-11-20 15:25:07 1574259907689494440, 48.9948, 9.9989, 2239597.5000, 546227.8750, 0.0686
INFO 2019-11-20 15:25:08 1574259908689801275, 49.9889, 9.9978, 2285293.2500, 546483.5625, 0.0608
INFO 2019-11-20 15:25:09 1574259909690006930, 49.9939, 9.9988, 2285569.0000, 546864.6875, 0.0624
