INFO 2019-11-20 15:39:38 1574260778950825331, 683.9236, 9.9989, 8277773.5000, 214447.0469, 0.0273
INFO 2019-11-20 15:39:39 1574260779951007505, 685.9383, 9.9991, 8301314.0000, 214349.7031, 0.0290
INFO 2019-11-20 15:39:40 1574260780951168590, 683.9370, 9.9991, 8277670.0000, 213996.2812, 0.0296
INFO 2019-11-20 15:39:41 1574260781951308835, 682.9513, 9.9993, 8264452.0000, 214206.7344, 0.0293
INFO 2019-11-20 15:39:42 1574260782951462470, 681.9465, 9.9992, 8254170.5000, 214240.1875, 0.0279
INFO 2019-11-20 15:39:43 1574260783951671964, 683.9062, 8.9988, 8276947.5000, 192569.5938, 0.0280
INFO 2019-11-20 15:39:44 1574260784951860458, 680.9188, 10.9987, 8240796.5000, 235483.9062, 0.0300
INFO 2019-11-20 15:39:45 1574260785952068653, 685.9388, 9.9991, 8302715.5000, 214004.9219, 0.0279
INFO 2019-11-20 15:39:46 1574260786952238687, 684.9212, 9.9988, 8288912.5000, 213885.3906, 0.0290
INFO 2019-11-20 15:39:47 1574260787952359672, 682.9475, 9.9992, 8266337.5000, 213881.5469, 0.0272
INFO 2019-11-20 15:39:48 1574260788952484866, 683.9423, 9.9992, 8277510.5000, 214176.9219, 0.0282
INFO 2019-11-20 15:39:49 1574260789952590141, 682.9539, 9.9993, 8265509.5000, 214154.5469, 0.0291
INFO 2019-11-20 15:39:50 1574260790952707536, 681.9465, 9.9992, 8253928.5000, 214056.2031, 0.0300
INFO 2019-11-20 15:39:51 1574260791952863060, 685.9523, 8.9994, 8302050.0000, 192729.5781, 0.0284
INFO 2019-11-20 15:39:52 1574260792952978185, 680.9481, 9.9992, 8242079.0000, 214304.6719, 0.0280
INFO 2019-11-20 15:39:53 1574260793955566854, 681.2733, 9.9747, 8243495.0000, 213719.2969, 0.0282
INFO 2019-11-20 15:39:54 1574260794955746137, 683.9351, 9.9991, 8276762.5000, 214176.6719, 0.0288
INFO 2019-11-20 15:39:55 1574260795955903551, 682.9221, 9.9989, 8266248.0000, 231631.5781, 0.0288
INFO 2019-11-20 15:39:56 1574260796956462171, 682.9341, 8.9991, 8264939.0000, 192617.4219, 0.0285
INFO 2019-11-20 15:39:57 1574260797956640985, 685.9444, 9.9992, 8300589.0000, 214200.6406, 0.0288
INFO 2019-11-20 15:39:58 1574260798956780849, 682.9430, 9.9992, 8264189.5000, 213930.1406, 0.0279
INFO 2019-11-20 15:39:59 1574260799956923553, 683.9380, 9.9991, 8277337.0000, 214165.5938, 0.0297
INFO 2019-11-20 15:40:00 1574260800957760699, 682.4898, 9.9925, 8259317.5000, 213674.2656, 0.0287
INFO 2019-11-20 15:40:01 1574260801958006463, 685.8863, 9.9983, 8300898.5000, 214244.4688, 0.0281
INFO 2019-11-20 15:40:02 1574260802958152396, 684.9436, 9.9992, 8289875.0000, 214132.3594, 0.0268
