INFO 2019-11-20 16:00:53 1574262053160971183, 1286.9849, 7.9382, 15578533.0000, 181728.8125, 0.1264
INFO 2019-11-20 16:00:54 1574262054161201359, 1342.8191, 7.9989, 16256850.0000, 183598.2656, 0.1517
INFO 2019-11-20 16:00:55 1574262055161327716, 1322.8990, 7.9994, 16012893.0000, 183613.9844, 0.1463
INFO 2019-11-20 16:00:56 1574262056161442540, 1338.8983, 6.9995, 16207954.0000, 160672.7969, 0.1495
INFO 2019-11-20 16:00:57 1574262057161578813, 1335.8744, 7.9992, 16169927.0000, 183600.7344, 0.1535
INFO 2019-11-20 16:00:58 1574262058161727995, 1325.8762, 7.9993, 16048029.0000, 183686.8594, 0.1463
INFO 2019-11-20 16:00:59 1574262059161878705, 1341.8878, 6.9994, 16243223.0000, 160695.5781, 0.1500
INFO 2019-11-20 16:01:00 1574262060162005845, 1302.9042, 7.9994, 15772396.0000, 183650.4844, 0.1489
INFO 2019-11-20 16:01:01 1574262061163233632, 1280.4824, 7.9905, 15500424.0000, 183444.5781, 0.1469
INFO 2019-11-20 16:01:02 1574262062163348199, 1287.9111, 7.9994, 15590796.0000, 183647.3281, 0.1507
INFO 2019-11-20 16:01:03 1574262063163499844, 1306.8604, 6.9993, 15821479.0000, 160645.8438, 0.1457
INFO 2019-11-20 16:01:04 1574262064163653748, 1299.8884, 7.9993, 15735799.0000, 183688.2344, 0.1516
INFO 2019-11-20 16:01:05 1574262065163820140, 1274.8798, 7.9992, 15432567.0000, 183712.6719, 0.1451
INFO 2019-11-20 16:01:06 1574262066163949652, 1335.9012, 6.9995, 16171168.0000, 160727.1250, 0.1542
INFO 2019-11-20 16:01:07 1574262067164080032, 1373.8904, 7.9994, 16631259.0000, 183753.3438, 0.1549
INFO 2019-11-20 16:01:08 1574262068164466138, 1352.6143, 6.9980, 16371969.0000, 160623.2031, 0.1561
INFO 2019-11-20 16:01:09 1574262069164603196, 1273.9081, 7.9994, 15421553.0000, 183754.7500, 0.1424
INFO 2019-11-20 16:01:10 1574262070164722072, 1309.8970, 7.9994, 15856605.0000, 183749.5469, 0.1527
INFO 2019-11-20 16:01:11 1574262071165043316, 1331.6477, 7.9979, 16121120.0000, 183693.4062, 0.1427
INFO 2019-11-20 16:01:12 1574262072165191969, 1292.8942, 6.9994, 15648562.0000, 160783.8281, 0.1562
INFO 2019-11-20 16:01:13 1574262073165316872, 1310.8922, 7.9993, 15868820.0000, 183670.8906, 0.1519
INFO 2019-11-20 16:01:14 1574262074165454713, 1343.8783, 6.9994, 16268567.0000, 160792.4375, 0.1507
INFO 2019-11-20 16:01:15 1574262075165586233, 1306.8820, 7.9993, 15818112.0000, 183697.4062, 0.1502
INFO 2019-11-20 16:01:16 1574262076165701412, 1282.9058, 7.9994, 15529823.0000, 183772.5000, 0.1425
INFO 2019-11-20 16:01:17 1574262077165820680, 1312.9000, 7.9994, 15893019.0000, 183680.0156, 0.1498
