1570532665117212363, 286.9622, 13.6649, 47918700.0000, 1230915.5000, 0.0317
1570532665617420796, 811.7620, 3.9988, 135936688.0000, 373406.5312, 0.1203
1570532666117911368, 1146.9987, 3.9965, 191659376.0000, 374005.5000, 0.2026
1570532666618857779, 1383.5811, 1.9994, 231441328.0000, 186955.3906, 0.2979
1570532667119054170, 1265.6324, 3.9988, 211672432.0000, 374159.3438, 0.2062
1570532667625377331, 641.8038, 3.9988, 107415600.0000, 373687.7812, 0.1639
1570532668126862624, 604.2709, 5.9829, 100951376.0000, 555907.2500, 0.1264
1570532668627235389, 603.6041, 3.9974, 100969184.0000, 370790.8125, 0.1295
1570532669127451345, 591.8154, 3.9988, 98900056.0000, 374179.3125, 0.1420
1570532669627791627, 635.6370, 5.9966, 106362912.0000, 557989.3125, 0.1191
1570532670128026896, 621.7711, 3.9985, 104000072.0000, 373906.3125, 0.1524
1570532670628256555, 613.7659, 5.9977, 102969408.0000, 560856.0625, 0.1227
1570532671128475965, 609.8052, 3.9987, 101959464.0000, 371127.4688, 0.1388
1570532671628704189, 623.7833, 5.9979, 104588840.0000, 561366.9375, 0.1212
1570532672128894677, 599.8191, 3.9988, 100571632.0000, 374653.0000, 0.1342
1570532672639032183, 619.4883, 3.9208, 103637840.0000, 367031.1562, 0.1326
1570532673139271788, 615.7775, 5.9978, 102954688.0000, 560775.3750, 0.1281
1570532673639462738, 629.8030, 3.9987, 105334464.0000, 374206.9375, 0.1550
1570532674139667083, 627.8031, 3.9987, 105104856.0000, 374052.6875, 0.1376
1570532674639867740, 615.7955, 5.9980, 103059032.0000, 561381.6250, 0.1249
1570532675140090252, 657.7755, 3.9986, 110060688.0000, 373886.4062, 0.1396
1570532675640322125, 581.7778, 5.9977, 97307512.0000, 557671.0000, 0.1153
1570532676141308600, 626.8281, 3.9925, 104738512.0000, 373853.0625, 0.1359
1570532676641552560, 627.7550, 5.9977, 104883328.0000, 561258.9375, 0.1247
1570532677141751991, 619.8073, 3.9988, 104018376.0000, 374157.6250, 0.1300
1570532677641976330, 599.7844, 5.9978, 100480848.0000, 561266.2500, 0.1289
1570532678142528096, 611.5013, 3.9967, 102681096.0000, 373873.0938, 0.1335
1570532678642924034, 633.5719, 5.9959, 105921096.0000, 560811.0625, 0.1170
1570532679143153499, 633.7792, 3.9986, 105949112.0000, 370894.7500, 0.1396
1570532679645546132, 623.0671, 3.9813, 104305536.0000, 372514.5312, 0.1346
1570532680246345609, 465.8536, 5.9981, 78070168.0000, 560747.8125, 0.1127
1570532680746547350, 0.0000, 7.9974, 0.0000, 746849.8125, 0.0671
1570532681246733396, 0.0000, 7.9976, 0.0000, 746965.2500, 0.0689
1570532681746861096, 0.0000, 7.9986, 0.0000, 747501.7500, 0.0671
1570532682248248142, 0.0000, 7.9785, 0.0000, 742188.5000, 0.0699
1570532682752424847, 0.0000, 9.9182, 0.0000, 923604.6250, 0.0668
1570532683259567407, 0.0000, 7.8879, 0.0000, 734003.0625, 0.0666
1570532683759765511, 0.0000, 7.9974, 0.0000, 746757.3125, 0.0713
1570532684259968617, 0.0000, 7.9974, 0.0000, 747223.0625, 0.0675
1570532684760176188, 0.0000, 7.9973, 0.0000, 747188.1250, 0.0695
1570532685260375058, 0.0000, 7.9976, 0.0000, 747334.0000, 0.0698
1570532685762181744, 0.0000, 9.9649, 0.0000, 931036.6250, 0.0660
1570532686270646710, 0.0000, 7.8674, 0.0000, 734637.8125, 0.0692
1570532686922567423, 0.0000, 7.9330, 0.0000, 741015.5625, 0.0694
1570532687423995871, 0.0000, 7.9779, 0.0000, 739101.8125, 0.0685
1570532687924198960, 0.0000, 9.9968, 0.0000, 930980.2500, 0.0668
1570532688424393368, 0.0000, 7.9975, 0.0000, 747461.8125, 0.0666
1570532688924595133, 0.0000, 7.9973, 0.0000, 743782.6875, 0.0714
1570532689425346233, 0.0000, 7.9887, 0.0000, 746048.0000, 0.0669
1570532689925537248, 0.0000, 7.9975, 0.0000, 747380.6875, 0.0703
1570532690425756791, 0.0000, 7.9972, 0.0000, 747340.1250, 0.0691
1570532690925964084, 0.0000, 9.9967, 0.0000, 934068.1250, 0.0654
1570532691426151868, 0.0000, 7.9976, 0.0000, 743952.0625, 0.0722
1570532691926358354, 0.0000, 7.9973, 0.0000, 746968.3750, 0.0666
1570532692433541793, 0.0000, 7.8873, 0.0000, 736814.9375, 0.0694
1570532692933725757, 0.0000, 7.9976, 0.0000, 743865.0000, 0.0712
1570532693433918747, 0.0000, 7.9975, 0.0000, 744054.1250, 0.0676
1570532693940327990, 0.0000, 7.8993, 0.0000, 735124.8125, 0.0696
1570532694440548235, 0.0000, 9.9967, 0.0000, 933763.5625, 0.0652
1570532694940769853, 0.0000, 7.9973, 0.0000, 746887.5625, 0.0693
1570532695440957450, 0.0000, 7.9976, 0.0000, 747028.7500, 0.0715
