1570532124648859734, 387.6563, 17.5322, 64501444.0000, 1608004.2500, 0.0169
1570532125149082727, 399.8784, 19.9939, 66498124.0000, 1847668.1250, 0.0158
1570532125649241028, 397.9035, 19.9951, 66355616.0000, 1851194.8750, 0.0166
1570532126149451100, 399.8790, 19.9939, 66556420.0000, 1850748.0000, 0.0171
1570532126649638862, 397.8806, 19.9940, 66014188.0000, 1847879.3750, 0.0158
1570532127149867821, 397.8467, 19.9923, 66243988.0000, 1849761.1250, 0.0166
1570532127650071979, 399.8699, 19.9935, 66457764.0000, 1851195.5000, 0.0171
1570532128150272235, 397.8711, 19.9935, 66191400.0000, 1850886.5000, 0.0163
1570532128650465407, 399.8753, 19.9938, 66461568.0000, 1849369.5000, 0.0168
1570532129150670880, 397.8675, 19.9933, 66207756.0000, 1850565.6250, 0.0167
1570532129651606451, 399.2817, 19.9641, 66432280.0000, 1844623.7500, 0.0168
1570532130151802437, 399.8745, 19.9937, 66451520.0000, 1850001.3750, 0.0161
1570532130652006014, 397.8674, 19.9933, 66115572.0000, 1851390.8750, 0.0168
1570532131152203456, 399.8709, 19.9935, 66395440.0000, 1847461.3750, 0.0169
1570532131652398810, 397.8763, 19.9938, 66152580.0000, 1850536.5000, 0.0167
1570532132152600533, 397.8698, 17.9941, 66307072.0000, 1665654.7500, 0.0169
1570532132652803134, 399.8695, 19.9935, 66597712.0000, 1842936.7500, 0.0168
1570532133153017842, 397.8737, 19.9937, 66139612.0000, 1850076.6250, 0.0178
1570532133653224366, 397.8662, 19.9933, 66146880.0000, 1844755.8750, 0.0169
1570532134154901838, 396.7056, 19.9350, 65941984.0000, 1845167.5000, 0.0166
1570532134659310939, 399.0283, 19.8522, 66387216.0000, 1837060.5000, 0.0167
1570532135159520507, 401.8819, 21.9935, 66950184.0000, 2036129.6250, 0.0168
1570532135660214853, 397.5731, 17.9807, 66168204.0000, 1661625.8750, 0.0165
1570532136160435623, 399.8701, 19.9935, 66493232.0000, 1850456.8750, 0.0164
1570532136663153331, 393.8903, 19.8934, 65495036.0000, 1841071.1250, 0.0169
1570532137164386536, 403.0383, 19.9524, 67109640.0000, 1845873.6250, 0.0166
1570532137670008909, 393.6111, 19.7795, 65361912.0000, 1830434.0000, 0.0162
1570532138172796873, 399.8676, 19.8939, 66508816.0000, 1839160.2500, 0.0169
1570532138673747003, 403.8564, 19.9929, 67214992.0000, 1850350.0000, 0.0168
1570532139174999030, 397.0408, 19.9518, 66025236.0000, 1844482.1250, 0.0164
1570532139675532480, 399.6125, 19.9806, 66554700.0000, 1849632.7500, 0.0172
1570532140175753210, 399.8626, 19.9931, 66728060.0000, 1850224.1250, 0.0164
1570532140675952776, 397.8839, 19.9942, 66233752.0000, 1850026.3750, 0.0168
1570532141176180340, 399.8520, 19.9926, 66480624.0000, 1850762.7500, 0.0167
1570532141676376972, 395.8729, 19.9936, 65701280.0000, 1851155.5000, 0.0168
1570532142176582707, 399.8791, 19.9940, 66562140.0000, 1850676.2500, 0.0166
1570532142676769258, 397.8797, 19.9940, 66185876.0000, 1848614.8750, 0.0162
1570532143176970853, 399.8690, 19.9934, 66447332.0000, 1850247.6250, 0.0169
1570532143677421209, 397.6742, 19.9836, 66157996.0000, 1849097.2500, 0.0163
1570532144177666682, 399.8669, 19.9933, 66497596.0000, 1850276.0000, 0.0172
1570532144677863932, 397.8711, 19.9935, 65979644.0000, 1851486.1250, 0.0164
1570532145178092699, 397.8479, 19.9924, 66017424.0000, 1851024.3750, 0.0167
1570532145678295173, 397.8642, 19.9932, 66482584.0000, 1845870.0000, 0.0165
1570532146178503128, 397.8637, 19.9932, 66274820.0000, 1849964.3750, 0.0164
1570532146678701570, 399.8763, 19.9938, 66520392.0000, 1842889.8750, 0.0170
1570532147184349157, 399.1296, 19.9565, 66231492.0000, 1847600.7500, 0.0168
1570532147685242229, 399.3241, 19.9662, 66530624.0000, 1845105.1250, 0.0178
1570532148185447904, 397.8626, 19.9931, 66039888.0000, 1847781.8750, 0.0163
1570532148685900425, 399.8661, 19.9933, 66482824.0000, 1849562.8750, 0.0166
1570532149186120915, 397.8585, 19.9929, 66361520.0000, 1849906.0000, 0.0163
1570532149686315355, 399.8713, 19.9936, 66599364.0000, 1850306.5000, 0.0162
1570532150186512633, 397.8706, 19.9935, 66065012.0000, 1850012.1250, 0.0165
1570532150686708978, 397.8744, 13.9956, 66080100.0000, 1294953.1250, 0.0167
1570532151186923216, 399.8611, 0.0000, 66404640.0000, 0.0000, 0.0000
1570532151687151864, 397.8536, 0.0000, 66294588.0000, 0.0000, 0.0000
1570532152187396133, 395.8399, 0.0000, 65548008.0000, 0.0000, 0.0000
1570532152807035420, 397.8642, 0.0000, 66124432.0000, 0.0000, 0.0000
1570532153307236221, 399.8697, 0.0000, 66470768.0000, 0.0000, 0.0000
